state,zone,lon,lat
ME,020,-70.2045,44.1654
ME,010,-69.4281,45.5609
ME,004,-69.2400,46.1825
ME,003,-69.9716,46.2366
ME,002,-68.2182,46.7264
ME,006,-68.1173,46.0031
ME,001,-69.1077,46.9480
ME,012,-70.6709,44.2631
ME,011,-68.4069,45.3901
ME,005,-68.6456,45.9454
ME,018,-70.7784,43.5590
ME,019,-70.5103,43.8955
ME,008,-70.5249,45.0717
ME,032,-67.7420,45.4767
ME,013,-70.1818,44.6571
ME,031,-69.1568,45.2475
ME,015,-68.8441,44.9362
ME,030,-67.5411,44.6796
ME,022,-69.1709,44.5406
ME,029,-68.3928,44.4349
ME,027,-69.1730,44.1500
ME,016,-68.3239,44.8510
ME,014,-69.6632,44.8398
ME,025,-69.8613,43.9705
ME,026,-69.5431,44.0752
ME,009,-70.0680,45.4800
ME,023,-70.6005,43.3339
ME,021,-69.7672,44.4093
ME,017,-67.6338,45.0094
ME,028,-69.0512,44.3490
ME,024,-70.1860,43.7448
ME,007,-70.8789,44.8431
NH,007,-72.2223,43.3612
NH,009,-71.4233,43.5188
NH,011,-72.2512,42.9193
NH,010,-71.0293,43.2975
NH,006,-71.2178,43.7506
NH,012,-71.4574,42.8448
NH,013,-71.1814,42.9853
NH,005,-71.9182,43.7209
NH,014,-70.8291,43.0004
NH,015,-71.7929,42.9363
NH,008,-71.6802,43.2977
NH,001,-71.2832,44.9761
NH,004,-71.1778,44.0780
NH,003,-71.7514,44.0964
NH,002,-71.3228,44.4715
VT,012,-72.5855,43.5798
VT,013,-73.0929,43.0355
VT,011,-73.1398,43.5856
VT,019,-72.8735,43.5713
VT,014,-72.7867,43.0015
VT,015,-72.5583,42.9675
VT,010,-72.3769,44.0056
VT,007,-72.1022,44.4647
VT,006,-72.6414,44.6057
VT,008,-72.6149,44.2734
VT,004,-71.7364,44.7281
VT,017,-72.9287,44.4237
VT,005,-73.1562,44.4793
VT,009,-73.2394,44.0215
VT,018,-72.9674,44.0466
VT,016,-72.7255,44.8662
VT,002,-73.0340,44.8517
VT,003,-72.2438,44.8288
VT,001,-73.2948,44.7968
NY,015,-77.1055,42.6335
NY,021,-78.0276,42.2574
NY,056,-75.8196,42.1602
NY,020,-78.6789,42.2486
NY,024,-76.7600,42.1413
NY,045,-75.6115,42.4936
NY,044,-76.0702,42.5950
NY,057,-74.9665,42.1982
NY,011,-78.1936,43.0010
NY,033,-74.4973,43.6611
NY,008,-75.4488,43.7847
NY,013,-77.7754,42.7281
NY,036,-75.6697,42.9129
NY,040,-74.4397,42.9023
NY,018,-76.1946,43.0058
NY,014,-77.2998,42.8529
NY,046,-75.0326,42.6338
NY,047,-74.4421,42.5882
NY,023,-76.8752,42.3938
NY,016,-76.8237,42.7810
NY,022,-77.3838,42.2678
NY,062,-74.7681,41.7164
NY,055,-76.3063,42.1703
NY,025,-76.4737,42.4520
NY,012,-78.2245,42.7023
NY,084,-73.4360,43.1564
NY,043,-73.4239,43.5196
NY,042,-73.8646,43.5976
NY,083,-73.7376,43.3468
NY,039,-74.4213,43.0404
NY,082,-74.4228,43.1615
NY,017,-76.5302,42.8012
NY,009,-75.4692,43.3813
NY,037,-75.4068,43.1200
NY,032,-74.9693,43.7111
NY,038,-74.9549,43.0923
NY,048,-74.1561,42.7900
NY,049,-73.9758,42.8421
NY,051,-74.1250,42.5646
NY,052,-73.8796,42.6223
NY,059,-73.9147,42.3120
NY,058,-74.2376,42.2570
NY,063,-74.3795,41.9216
NY,064,-74.0616,41.8336
NY,065,-73.8457,41.7716
NY,066,-73.6193,41.7574
NY,060,-73.7330,42.2451
NY,061,-73.5360,42.2548
NY,054,-73.4058,42.7167
NY,053,-73.6159,42.7053
NY,050,-73.8768,42.9413
NY,041,-73.8582,43.1808
NY,019,-79.3664,42.2282
NY,085,-78.7608,42.6247
NY,067,-74.3056,41.4022
NY,068,-73.7495,41.4267
NY,069,-74.0241,41.1529
NY,070,-73.7474,41.2221
NY,074,-74.1557,40.5802
NY,074,-74.1343,40.6435
NY,071,-73.8998,40.9601
NY,073,-73.8669,40.8526
NY,071,-73.7799,40.9833
NY,073,-73.8707,40.8250
NY,079,-72.5807,40.9921
NY,081,-72.4592,40.9109
NY,080,-73.1828,40.7503
NY,179,-73.5836,40.6903
NY,178,-73.7915,40.6651
NY,176,-73.8438,40.7480
NY,176,-73.8480,40.7884
NY,078,-73.1715,40.8778
NY,177,-73.5976,40.8335
NY,002,-78.2312,43.2522
NY,075,-73.9472,40.6447
NY,072,-73.9657,40.7799
NY,026,-74.9156,44.8468
NY,087,-75.3060,44.5174
NY,007,-75.9102,44.0409
NY,006,-76.1412,43.4260
NY,005,-76.6084,43.1775
NY,004,-77.0292,43.1566
NY,003,-77.6959,43.1464
NY,001,-78.7427,43.2011
NY,010,-78.6922,42.9375
NY,072,-73.9689,40.7786
NY,034,-73.8551,44.0851
NY,035,-73.4345,44.2489
NY,028,-73.5131,44.8026
NY,031,-73.7931,44.7069
NY,030,-74.2734,44.5162
NY,027,-74.4258,44.9016
NY,029,-74.8555,44.3207
MA,024,-70.0744,41.2781
MA,005,-71.3797,42.4633
MA,012,-71.7709,42.1513
MA,004,-71.9778,42.4539
MA,026,-71.6598,42.6386
MA,014,-71.1570,42.4193
MA,025,-73.2511,42.2158
MA,001,-73.1518,42.5600
MA,002,-72.7907,42.6171
MA,003,-72.4514,42.5591
MA,008,-72.8687,42.3891
MA,010,-72.5146,42.3044
MA,013,-71.2658,42.1423
MA,006,-71.0659,42.7153
MA,018,-70.8932,41.9679
MA,011,-72.4930,42.1202
MA,009,-72.9334,42.1675
MA,017,-71.1849,41.9171
MA,021,-70.7761,41.7415
MA,023,-70.6561,41.3966
MA,016,-71.0093,42.2217
MA,015,-71.0818,42.3308
MA,019,-70.7171,42.0271
MA,022,-70.2982,41.7257
MA,007,-70.8674,42.6372
MA,020,-71.0384,41.6746
RI,001,-71.6203,41.8908
RI,008,-71.5785,41.1780
RI,003,-71.6637,41.6644
RI,006,-71.6248,41.4780
RI,005,-71.2842,41.7161
RI,004,-71.4647,41.6861
RI,007,-71.2366,41.5560
RI,002,-71.4526,41.8121
CT,002,-72.7328,41.8064
CT,003,-72.3365,41.8550
CT,004,-71.9875,41.8300
CT,001,-73.2502,41.8851
CT,013,-73.2368,41.6344
CT,006,-72.9956,41.4648
CT,005,-73.3629,41.3530
CT,007,-72.5551,41.4977
CT,010,-72.8154,41.3108
CT,008,-72.0992,41.5317
CT,012,-72.1039,41.3616
CT,011,-72.4497,41.3211
CT,009,-73.4350,41.1301
NJ,002,-74.3518,41.0934
NJ,004,-74.1999,40.9176
NJ,107,-74.3579,40.6666
NJ,006,-74.0826,40.7067
NJ,104,-74.0224,40.9158
NJ,106,-74.1293,40.6900
NJ,006,-74.0778,40.7409
NJ,104,-73.9343,40.9001
NJ,108,-74.2352,40.6496
NJ,105,-74.2767,40.8034
NJ,103,-74.1547,41.0243
NJ,108,-74.1598,40.6572
NJ,106,-74.1730,40.7477
PA,064,-77.2179,39.8715
PA,021,-79.9812,40.4688
PA,022,-79.4645,40.8125
PA,020,-80.3493,40.6823
PA,034,-78.4902,40.0066
PA,025,-78.3486,40.4813
PA,015,-79.4210,41.1925
PA,017,-78.4741,41.0002
PA,053,-76.4052,41.0486
PA,003,-80.1063,41.6848
PA,063,-77.2651,40.1637
PA,057,-76.7792,40.4155
PA,009,-79.2361,41.5132
PA,036,-77.7212,39.9275
PA,035,-78.1124,39.9255
PA,031,-80.2229,39.8538
PA,026,-77.9812,40.4170
PA,023,-79.0875,40.6521
PA,016,-78.9995,41.1281
PA,028,-77.4020,40.5311
PA,044,-75.6092,41.4370
PA,048,-75.0338,41.3321
PA,006,-77.8958,41.7450
PA,058,-76.2160,40.7059
PA,050,-77.0701,40.7700
PA,033,-79.0283,39.9725
PA,042,-76.5119,41.4460
PA,039,-75.8008,41.8214
PA,037,-77.2543,41.7721
PA,049,-77.0621,40.9630
PA,008,-79.7580,41.4010
PA,004,-79.2741,41.8147
PA,029,-80.2482,40.1894
PA,073,-79.5748,40.3446
PA,043,-76.0165,41.5184
PA,065,-76.7265,39.9199
PA,019,-77.7022,40.8739
PA,046,-76.9158,41.2287
PA,072,-75.3213,41.4763
PA,040,-75.2898,41.7773
PA,002,-80.0140,41.9700
PA,045,-77.3821,41.0789
PA,074,-79.2326,40.2371
PA,038,-76.5157,41.7886
PA,014,-79.9130,40.9117
PA,024,-78.7136,40.4954
PA,011,-78.2038,41.4368
PA,010,-78.6492,41.4253
PA,075,-79.7718,39.9485
PA,066,-76.2477,40.0424
PA,013,-80.3342,40.9912
PA,059,-76.4577,40.3672
PA,047,-75.9889,41.1772
PA,005,-78.5690,41.8078
PA,007,-80.2577,41.3022
PA,027,-77.6171,40.6104
PA,051,-76.6586,41.0280
PA,056,-77.2622,40.3984
PA,052,-76.7091,40.8520
PA,018,-78.0032,40.9895
PA,041,-77.1724,41.4265
PA,012,-77.7332,41.2914
PA,001,-80.1245,42.1018
PA,076,-79.5165,39.8896
OH,081,-83.4720,38.8457
OH,025,-84.1057,40.7715
OH,030,-82.2707,40.8461
OH,075,-82.0452,39.3337
OH,035,-84.2217,40.5609
OH,059,-80.9885,40.0158
OH,079,-83.8680,38.9344
OH,070,-84.5755,39.4386
OH,040,-81.0897,40.5796
OH,052,-83.7696,40.1378
OH,053,-83.7835,39.9168
OH,027,-83.3044,40.8424
OH,072,-83.8084,39.4150
OH,041,-80.7775,40.7686
OH,048,-81.9200,40.3016
OH,028,-82.9197,40.8509
OH,042,-84.6193,40.1333
OH,004,-84.4906,41.3240
OH,046,-83.0052,40.2785
OH,065,-82.6305,39.7516
OH,063,-83.4561,39.5599
OH,055,-83.0093,39.9696
OH,002,-84.1301,41.6018
OH,086,-82.3169,38.8247
OH,062,-83.8898,39.6915
OH,058,-81.4942,40.0521
OH,077,-84.5426,39.1954
OH,017,-83.6665,41.0019
OH,026,-83.6594,40.6615
OH,049,-81.0911,40.2938
OH,005,-84.0682,41.3339
OH,074,-82.4791,39.4970
OH,038,-81.9294,40.5612
OH,019,-82.5984,41.1462
OH,083,-82.6184,39.0197
OH,050,-80.7610,40.3850
OH,047,-82.4216,40.3988
OH,087,-82.5368,38.5985
OH,056,-82.4835,40.0918
OH,044,-83.7658,40.3885
OH,010,-82.1512,41.2955
OH,054,-83.3999,39.8942
OH,033,-80.7753,41.0146
OH,036,-83.1609,40.5873
OH,020,-81.8997,41.1176
OH,085,-82.0229,39.0821
OH,034,-84.6293,40.5400
OH,051,-84.2289,40.0534
OH,069,-81.0829,39.7274
OH,061,-84.2906,39.7545
OH,067,-81.8527,39.6203
OH,037,-82.7941,40.5240
OH,057,-81.9444,39.9654
OH,068,-81.4555,39.7660
OH,015,-84.5801,41.1166
OH,066,-82.2361,39.7371
OH,064,-83.0243,39.6420
OH,082,-83.0668,39.0774
OH,022,-81.1962,41.1676
OH,060,-84.6481,39.7416
OH,016,-84.1317,41.0221
OH,029,-82.5365,40.7747
OH,073,-83.0570,39.3376
OH,088,-82.9928,38.8040
OH,018,-83.1277,41.1239
OH,043,-84.2048,40.3316
OH,032,-81.3659,40.8138
OH,021,-81.5321,41.1259
OH,023,-80.7604,41.3174
OH,039,-81.4738,40.4410
OH,045,-83.3715,40.2995
OH,024,-84.5861,40.8554
OH,084,-82.4854,39.2510
OH,071,-84.1668,39.4277
OH,076,-81.4953,39.4553
OH,031,-81.8883,40.8289
OH,001,-84.5882,41.5603
OH,006,-83.6230,41.3617
OH,078,-84.1522,39.0476
OH,080,-83.6009,39.1848
OH,014,-80.7430,41.6796
OH,003,-83.6586,41.6200
OH,013,-81.1786,41.4995
OH,012,-81.2370,41.6968
OH,008,-83.1450,41.3565
OH,089,-80.7817,41.8761
OH,011,-81.6587,41.4243
OH,009,-82.6178,41.3635
OH,007,-83.1467,41.5381
MD,001,-79.2739,39.5286
VA,032,-80.2843,36.6784
VA,009,-81.5370,36.8439
VA,007,-81.5606,37.1250
VA,012,-81.0786,36.9171
VA,058,-78.9367,36.7670
VA,015,-81.2250,36.6566
VA,011,-80.7037,37.3141
VA,033,-79.8810,36.9920
VA,017,-80.3626,36.9315
VA,003,-82.3503,37.1258
VA,018,-80.2123,37.4813
VA,059,-78.6616,37.0116
VA,047,-78.5287,37.5722
VA,004,-82.0360,37.2666
VA,023,-79.8123,37.5571
VA,010,-81.1302,37.1340
VA,020,-79.7411,38.0587
VA,046,-78.8121,37.3722
VA,035,-79.1451,37.6048
VA,014,-80.3913,37.1727
VA,044,-79.3976,36.8111
VA,013,-80.7143,37.0636
VA,022,-80.0520,37.2714
VA,024,-79.4465,37.8136
VA,034,-79.5242,37.3152
VA,019,-80.0067,37.7875
VA,016,-80.7370,36.7304
VA,045,-79.1048,37.2231
VA,043,-79.8736,36.6828
VA,600,-82.4497,36.8014
WV,035,-81.2486,37.7714
WV,014,-81.9090,38.5086
WV,023,-79.6681,39.4693
WV,046,-80.0077,38.3318
WV,010,-81.1606,39.3709
WV,003,-80.6189,40.0969
WV,037,-80.7993,38.2917
WV,044,-80.5505,37.5604
WV,022,-80.0465,39.6303
WV,024,-82.1346,37.7264
WV,042,-81.1114,37.4055
WV,007,-82.0265,38.7698
WV,004,-80.6634,39.8606
WV,021,-80.2434,39.5100
WV,033,-81.6536,37.3785
WV,025,-81.9353,37.8316
WV,013,-82.0705,38.1753
WV,030,-80.5022,38.9958
WV,015,-81.5281,38.3365
WV,008,-81.6748,38.8344
WV,031,-80.3798,39.2835
WV,001,-80.5739,40.5213
WV,047,-79.8758,38.7747
WV,029,-80.8571,38.9241
WV,036,-81.0811,38.0288
WV,020,-80.7070,39.2692
WV,027,-81.0750,38.4626
WV,018,-81.1175,38.8445
WV,006,-82.2417,38.4203
WV,002,-80.5765,40.2733
WV,028,-80.7193,38.6998
WV,026,-81.7113,38.0231
WV,012,-80.6391,39.6053
WV,017,-81.3786,39.0224
WV,009,-81.5150,39.2111
WV,034,-81.5491,37.6096
WV,040,-80.0030,39.1329
WV,032,-80.0461,39.3360
WV,038,-80.4219,38.4947
WV,005,-82.4270,38.1461
WV,039,-80.2334,38.8978
WV,011,-80.8849,39.4653
WV,041,-79.5650,39.1136
WV,043,-80.8586,37.6559
WV,016,-81.3483,38.7140
WV,019,-81.0629,39.1783
NC,086,-79.2371,35.0174
NC,023,-79.3995,36.0440
NC,035,-81.1772,35.9211
NC,002,-81.1286,36.4915
NC,083,-80.1027,34.9738
NC,001,-81.5010,36.4346
NC,033,-81.9224,36.0766
NC,053,-82.5302,35.6112
NC,072,-80.5519,35.3868
NC,006,-79.3337,36.3934
NC,056,-81.2144,35.6626
NC,040,-79.2553,35.7028
NC,068,-81.5554,35.3340
NC,088,-78.8273,35.0485
NC,038,-80.2127,35.7932
NC,037,-80.5446,35.9292
NC,025,-78.8764,36.0359
NC,028,-77.5971,35.9129
NC,021,-80.2563,36.1304
NC,026,-78.2857,36.0827
NC,070,-81.1801,35.2945
NC,058,-83.8335,35.3502
NC,008,-78.6530,36.3040
NC,079,-77.6756,35.4852
NC,022,-79.7890,36.0794
NC,011,-77.6519,36.2575
NC,065,-82.4799,35.3362
NC,036,-80.8736,35.8072
NC,069,-81.2239,35.4862
NC,062,-83.4221,35.1504
NC,048,-82.7057,35.8581
NC,071,-80.8328,35.2468
NC,050,-82.1634,36.0133
NC,074,-79.9054,35.3324
NC,075,-79.4813,35.3107
NC,020,-80.6653,36.1605
NC,024,-79.1205,36.0614
NC,007,-78.9717,36.3901
NC,044,-77.3748,35.5935
NC,039,-79.8060,35.7103
NC,084,-79.7480,35.0059
NC,005,-79.7751,36.3961
NC,085,-79.4805,34.8411
NC,073,-80.2507,35.3120
NC,004,-80.2395,36.4018
NC,003,-80.6882,36.4148
NC,064,-82.7983,35.2022
NC,082,-80.5307,34.9884
NC,009,-78.4083,36.3648
NC,041,-78.6504,35.7901
NC,010,-78.1069,36.3966
NC,018,-81.6969,36.2313
NC,019,-81.1638,36.2065
NC,043,-77.9185,35.7048
NC,049,-82.3076,35.8989
NC,027,-77.9865,35.9672
NC,057,-80.5247,35.6396
NC,042,-78.3657,35.5176
NC,091,-77.6416,35.2393
NC,078,-78.0040,35.3638
NC,077,-78.8693,35.3687
NC,089,-78.3712,34.9915
NC,506,-81.9458,35.6327
NC,505,-82.1054,35.7082
NC,509,-82.2930,35.2856
NC,510,-82.1356,35.2776
NC,507,-82.1930,35.4650
NC,508,-81.8892,35.3952
NC,063,-83.0799,35.1614
NC,059,-83.1778,35.3638
NC,502,-81.4832,35.9012
NC,501,-81.6408,36.0301
NC,504,-81.6652,35.7148
NC,503,-81.8620,35.8886
NC,104,-75.9134,35.1288
NC,103,-75.6211,35.7594
NC,092,-77.3555,35.0222
NC,090,-77.9333,34.9365
NC,087,-79.1035,34.6401
NC,099,-78.6550,34.2655
NC,096,-78.5632,34.6143
NC,109,-78.2492,34.1066
NC,105,-77.9208,34.5328
NC,107,-77.8982,34.2817
NC,107,-77.9432,34.1465
NC,045,-76.5767,35.8221
NC,080,-76.8631,35.4947
NC,094,-76.7488,35.1407
NC,093,-77.0969,35.1262
NC,029,-77.1072,35.8416
NC,108,-77.8536,34.1515
NC,106,-77.6424,34.3843
NC,098,-77.4342,34.7374
NC,095,-76.6707,34.8327
NC,110,-78.2222,33.9367
NC,109,-77.9548,34.1469
NC,110,-78.0732,33.9401
NC,081,-76.2532,35.5375
NC,046,-76.2118,35.8161
NC,047,-75.8577,35.7753
NC,108,-77.8826,34.0968
NC,106,-77.6198,34.3861
NC,052,-82.9478,35.5323
NC,051,-83.4763,35.3973
NC,300,-83.9630,35.1093
NC,303,-83.4177,35.5693
NC,076,-79.1716,35.4750
SC,011,-82.4587,34.2226
SC,010,-82.6379,34.5191
SC,041,-81.0542,33.2147
SC,008,-81.6204,35.0482
SC,014,-81.1595,34.6921
SC,016,-80.1586,34.6397
SC,025,-81.9666,33.7723
SC,021,-81.1212,34.3951
SC,019,-82.1259,34.1538
SC,022,-80.5903,34.3388
SC,015,-80.7054,34.6868
SC,012,-82.0060,34.4836
SC,029,-80.2545,34.1633
SC,027,-81.2722,33.9022
SC,018,-82.3099,33.8996
SC,020,-81.6001,34.2898
SC,028,-80.9031,34.0218
SC,026,-81.7269,34.0061
SC,007,-81.9907,34.9313
SC,009,-81.1845,34.9747
SC,013,-81.6194,34.6892
SC,030,-81.6348,33.5444
SC,037,-80.7802,33.6749
SC,031,-80.3823,33.9162
SC,038,-80.2164,33.6658
SC,003,-82.4387,35.0978
SC,006,-82.3354,34.7881
SC,001,-83.1059,34.8154
SC,004,-82.9848,34.6281
SC,002,-82.7637,34.9701
SC,005,-82.6904,34.8123
SC,036,-80.8003,33.4390
SC,023,-79.9577,34.3324
SC,017,-79.6786,34.6020
SC,024,-79.3789,34.3915
SC,033,-79.3625,34.0801
SC,032,-79.7028,34.0245
SC,039,-79.7277,33.6199
SC,055,-79.3913,33.4918
SC,053,-79.0216,33.9549
SC,054,-78.8597,33.7383
SC,035,-81.4350,33.2661
SC,040,-81.3581,32.9881
SC,042,-81.1406,32.7763
SC,049,-80.4980,32.6103
SC,047,-81.0500,32.4830
SC,048,-80.6934,32.3568
SC,051,-80.9562,32.2424
SC,048,-80.7372,32.3873
SC,051,-80.8609,32.3307
SC,047,-80.8423,32.5435
SC,043,-80.7029,32.9179
SC,044,-80.4052,33.0795
SC,052,-79.9183,32.9612
SC,045,-79.9542,33.2231
SC,052,-79.9366,32.8437
SC,056,-79.2418,33.3522
SC,056,-79.2353,33.2834
SC,050,-79.9439,32.8411
SC,050,-80.1793,32.6668
GA,039,-82.7432,33.7820
GA,108,-83.4322,31.9733
GA,004,-84.9673,34.8056
GA,016,-83.7472,34.6464
GA,111,-82.7246,32.1171
GA,103,-84.5510,32.0466
GA,136,-81.9168,31.5515
GA,074,-82.7959,32.9695
GA,062,-82.6767,33.4089
GA,150,-82.4238,31.0535
GA,047,-83.7338,33.7816
GA,002,-85.3009,34.7356
GA,008,-83.9907,34.8342
GA,083,-83.4272,32.6672
GA,128,-83.6242,31.7163
GA,066,-85.0283,33.0335
GA,098,-82.5673,32.4039
GA,009,-83.7373,34.9167
GA,113,-82.3306,32.1206
GA,129,-83.5266,31.4575
GA,158,-83.9194,30.8637
GA,124,-84.4368,31.7768
GA,110,-82.9389,31.9298
GA,051,-82.8787,33.5662
GA,079,-84.5330,32.6995
GA,104,-84.1971,32.0400
GA,102,-84.8352,32.0785
GA,018,-83.2935,34.5540
GA,056,-84.2841,33.2609
GA,092,-84.3149,32.2620
GA,046,-84.0267,33.6545
GA,065,-82.0735,33.3596
GA,122,-84.7542,31.7626
GA,010,-83.4021,34.8818
GA,060,-83.3728,33.3218
GA,107,-83.4764,32.2328
GA,030,-85.1882,34.0018
GA,068,-84.3892,33.0922
GA,151,-82.2133,31.3589
GA,013,-84.4656,34.4643
GA,094,-83.8269,32.5688
GA,031,-84.8672,33.9202
GA,038,-83.0806,33.8807
GA,037,-83.4370,33.8349
GA,048,-83.8503,33.5551
GA,089,-84.8770,32.5100
GA,005,-84.7481,34.7885
GA,049,-83.4924,33.5908
GA,112,-82.5338,32.1746
GA,071,-83.9187,33.0141
GA,145,-84.1942,31.2254
GA,143,-84.7307,31.1640
GA,067,-84.6883,33.0406
GA,091,-84.5246,32.3534
GA,027,-83.2090,34.1279
GA,063,-82.4814,33.4829
GA,015,-84.0031,34.5721
GA,160,-83.2677,30.8339
GA,040,-82.4512,33.7936
GA,097,-82.9222,32.4637
GA,161,-83.0626,31.0380
GA,070,-84.1394,33.0765
GA,072,-83.5605,33.0251
GA,085,-82.6601,32.7015
GA,084,-83.1713,32.8024
GA,133,-82.6370,31.8056
GA,069,-84.2993,32.8813
GA,093,-84.0425,32.3584
GA,126,-84.1410,31.7796
GA,080,-84.2504,32.5556
GA,159,-83.5803,30.8420
GA,135,-82.2890,31.7493
GA,149,-82.8800,31.2971
GA,134,-82.4527,31.5537
GA,144,-84.4447,31.3262
GA,073,-83.2499,33.0690
GA,024,-83.4974,34.3541
GA,035,-83.7127,33.9932
GA,020,-84.8405,34.2379
GA,130,-83.2205,31.7598
GA,148,-83.2297,31.2761
GA,082,-83.6979,32.8067
GA,096,-83.3279,32.4344
GA,152,-81.9819,31.1970
GA,077,-82.0008,33.0612
GA,058,-83.9572,33.2891
GA,123,-84.6249,31.5292
GA,042,-85.0797,33.5828
GA,003,-85.1381,34.9036
GA,090,-84.7870,32.3470
GA,011,-85.3454,34.4750
GA,021,-84.4764,34.2439
GA,036,-83.3674,33.9513
GA,127,-83.8510,31.5515
GA,163,-82.7063,30.9151
GA,032,-84.5767,33.9415
GA,132,-82.8493,31.5492
GA,146,-83.7688,31.1884
GA,064,-82.2640,33.5442
GA,147,-83.4305,31.1540
GA,053,-84.7633,33.3535
GA,081,-83.9864,32.7145
GA,106,-83.7681,31.9230
GA,001,-85.5045,34.8546
GA,014,-84.1704,34.4438
GA,045,-84.2263,33.7715
GA,109,-83.1684,32.1722
GA,105,-83.7987,32.1572
GA,125,-84.2164,31.5333
GA,043,-84.7677,33.7015
GA,142,-84.9037,31.3229
GA,162,-82.8939,30.7101
GA,029,-82.8403,34.1169
GA,086,-82.3018,32.5898
GA,006,-84.3197,34.8641
GA,054,-84.4941,33.4140
GA,019,-85.2143,34.2632
GA,022,-84.1253,34.2255
GA,026,-83.2292,34.3755
GA,007,-84.4554,34.6915
GA,075,-82.6107,33.2293
GA,012,-84.8757,34.5034
GA,157,-84.2344,30.8747
GA,050,-83.1667,33.5789
GA,034,-84.0235,33.9617
GA,017,-83.5312,34.6310
GA,023,-83.8197,34.3168
GA,061,-83.0010,33.2703
GA,041,-85.2110,33.7942
GA,078,-84.9090,32.7360
GA,028,-82.9640,34.3511
GA,052,-85.1283,33.2970
GA,057,-84.1554,33.4534
GA,095,-83.6662,32.4590
GA,131,-83.2764,31.6023
GA,025,-83.5663,34.1339
GA,059,-83.6881,33.3164
GA,055,-84.3577,33.5419
GA,076,-82.4181,33.0549
GA,033,-84.3557,33.9350
GA,044,-84.6065,33.6085
GA,156,-84.7577,30.7993
GA,165,-81.7688,30.9642
GA,155,-84.8812,30.7935
GA,164,-82.1380,30.7818
GA,155,-84.8681,30.9481
GA,120,-85.0188,31.8674
GA,121,-84.9803,31.6264
GA,166,-81.5544,30.8884
GA,153,-81.6390,31.2698
GA,156,-84.5720,30.8815
GA,114,-82.0582,32.0458
GA,088,-81.6119,32.7507
GA,137,-81.7460,31.7528
GA,087,-81.9636,32.7925
GA,115,-81.8869,32.1568
GA,100,-81.7432,32.3969
GA,099,-82.0737,32.4035
GA,101,-81.3407,32.3675
GA,138,-81.5354,31.8510
GA,116,-81.4749,32.0403
GA,139,-81.2029,31.6625
GA,139,-81.2012,31.6716
GA,119,-81.0342,31.9181
GA,119,-81.0508,31.9394
GA,117,-81.2001,31.8127
GA,117,-81.1797,31.7791
GA,141,-81.3214,31.4658
GA,141,-81.2717,31.5211
GA,118,-81.2277,32.0769
GA,140,-81.4877,31.5278
GA,118,-81.1307,32.1335
GA,116,-81.2741,31.7848
GA,154,-81.4443,31.1958
GA,138,-81.2916,31.7510
KY,030,-85.6595,38.1872
KY,048,-84.5809,37.8720
KY,107,-82.8314,37.8467
KY,092,-84.5331,38.9333
KY,113,-82.9540,37.3540
KY,086,-83.8539,36.8907
KY,053,-85.6980,37.5457
KY,069,-84.0058,37.4198
KY,105,-82.7347,38.0679
KY,117,-83.3811,37.0941
KY,118,-82.8553,37.1212
KY,100,-83.3781,38.5317
KY,067,-84.6607,37.4552
KY,007,-88.3536,37.2097
KY,070,-86.8788,36.8597
KY,011,-88.0832,37.0191
KY,005,-88.7127,37.0539
KY,084,-84.4841,36.7371
KY,020,-87.2636,37.5291
KY,057,-84.2780,37.7202
KY,109,-83.0648,37.7066
KY,054,-85.2696,37.5525
KY,008,-88.3293,36.8834
KY,119,-82.5132,37.8016
KY,099,-83.8240,38.5952
KY,025,-86.2169,37.9695
KY,060,-83.5989,37.9414
KY,047,-84.8744,37.8111
KY,076,-85.6291,36.9905
KY,075,-85.7164,36.7122
KY,050,-83.9132,38.0336
KY,106,-83.2589,37.9223
KY,021,-87.1421,37.2157
KY,045,-85.4662,37.8051
KY,043,-84.0153,38.3356
KY,026,-86.8490,37.4783
KY,031,-85.4485,38.3995
KY,094,-84.8280,38.5197
KY,114,-83.6832,37.4193
KY,096,-84.3602,38.6957
KY,115,-83.2215,37.2443
KY,120,-82.3958,37.4690
KY,059,-83.8239,37.8312
KY,079,-84.5771,37.1039
KY,098,-84.0521,38.5188
KY,068,-84.3160,37.3652
KY,052,-83.4211,38.1963
KY,078,-85.0586,36.9911
KY,036,-84.5839,38.2915
KY,034,-85.1948,38.2155
KY,072,-86.5823,36.7419
KY,038,-85.3279,38.0325
KY,065,-85.3279,37.3664
KY,022,-87.1791,36.8356
KY,012,-87.8734,36.8064
KY,032,-85.3374,38.6130
KY,014,-87.9453,37.6584
KY,071,-86.4239,36.9936
KY,046,-85.1747,37.7534
KY,083,-84.8285,36.8013
KY,015,-87.6832,37.5183
KY,085,-84.1452,36.7582
KY,108,-83.4931,37.7393
KY,040,-84.7435,38.0423
KY,111,-83.7163,37.5947
KY,001,-89.1873,36.5541
KY,077,-85.2806,37.1041
KY,073,-86.1904,36.7513
KY,039,-84.9909,38.0040
KY,004,-88.9992,37.0584
KY,074,-85.9336,36.9656
KY,051,-83.7428,38.1449
KY,087,-83.6740,36.7307
KY,091,-84.7279,38.9700
KY,042,-84.2171,38.2068
KY,103,-82.6877,38.3596
KY,055,-84.8667,37.6244
KY,097,-84.0901,38.6888
KY,112,-83.3241,37.5216
KY,024,-86.4293,37.7732
KY,029,-85.6959,37.9700
KY,061,-86.6816,37.2074
