state,zone,lon,lat
ID,423,-116.4313,42.6277
ID,426,-115.0842,42.3791
ID,424,-115.2094,42.9843
ID,403,-115.6160,44.4760
ID,421,-115.3340,43.6330
WA,641,-118.7273,46.2593
WA,643,-117.6760,46.1669
WA,675,-120.0112,46.4352
WA,681,-121.0688,46.2216
WA,639,-121.1351,45.8486
OR,639,-121.4000,45.3804
OR,611,-121.5055,43.6707
OR,637,-117.6154,43.1971
OR,646,-117.5645,44.7095
OR,644,-117.0915,45.6012
OR,641,-119.8396,45.4975
OR,610,-121.5322,44.6512
OR,640,-120.5408,44.2606
WA,645,-118.7273,46.2593
OR,643,-117.5645,44.7095
OR,642,-119.1523,44.4264
AZ,151,-111.8408,32.3100
AZ,152,-109.6271,33.3088
AZ,150,-111.8408,32.3100
AZ,153,-109.6271,33.3088
PR,014,-66.6521,18.0143
PR,016,-66.4421,18.4387
PR,017,-66.7148,18.3756
PR,019,-66.0356,18.2451
PR,015,-66.4493,18.0897
PR,018,-67.1151,18.1739
PR,022,-65.7868,18.2933
VI,002,-65.0408,18.0445
PR,025,-65.0408,18.0445
VI,001,-65.0408,18.0445
PR,026,-65.0408,18.0445
PR,024,-66.6530,18.2056
PR,023,-66.6530,18.2056
FL,066,-81.1659,26.5535
FL,058,-80.8885,27.3863
FL,063,-81.1888,26.9565
FL,067,-80.5441,26.6469
FL,064,-80.3893,27.0844
MN,006,-94.9049,48.7718
MN,010,-93.7874,48.2422
MN,012,-91.1983,47.8238
MN,011,-92.5293,48.1390
MN,021,-90.4128,47.8031
OR,645,-117.0915,45.6012
AK,203,-149.5616,70.2069
MD,004,-77.3981,39.4722
MD,009,-77.2041,39.1363
MD,003,-77.8142,39.6037
MD,016,-76.9899,38.5077
VA,057,-77.1572,38.2729
VA,050,-78.0134,38.2463
VA,036,-78.8867,37.7874
VA,040,-78.1593,38.6845
VA,027,-78.5704,38.8585
VA,030,-78.2072,38.9087
VA,504,-79.5230,38.3315
VA,038,-78.4669,38.2977
VA,051,-77.9559,38.4861
VA,031,-77.9966,39.1122
VA,039,-78.2792,38.4137
VA,029,-78.4841,38.6200
WV,506,-79.2919,38.6434
WV,051,-78.2578,39.5604
WV,053,-77.8628,39.3076
WV,055,-78.8579,39.0075
WV,050,-78.6142,39.3171
WV,052,-78.0275,39.4641
MD,005,-77.0227,39.5631
VA,501,-77.8851,38.8540
VA,502,-77.7154,38.5953
MD,501,-78.9284,39.6015
MD,502,-78.5970,39.6304
WV,503,-79.1158,39.3868
WV,504,-78.8872,39.4239
WV,501,-79.2815,39.2245
WV,502,-79.1596,39.0552
MD,006,-76.6677,39.5444
DC,001,-77.0146,38.9093
VA,055,-77.4603,38.4213
MD,013,-76.8436,38.8313
MD,014,-76.6088,39.0074
MD,010,-76.9315,39.2510
VA,503,-79.6618,38.4256
WV,505,-79.4656,38.7534
VA,042,-77.6357,39.0907
MD,014,-76.5280,38.9330
VA,026,-78.8757,38.5106
VA,037,-78.5555,38.0231
VA,053,-77.2791,38.8387
VA,054,-77.0989,38.8577
VA,056,-77.6525,38.1882
VA,052,-77.4819,38.7054
VA,025,-79.1289,38.1630
VA,028,-78.2606,39.2039
MD,007,-76.3194,39.5616
VA,055,-77.3315,38.3866
VA,055,-77.3315,38.3866
VA,057,-77.1053,38.3200
NC,031,-76.6080,36.1507
NC,015,-76.2867,36.2974
NC,014,-76.7011,36.4451
NC,030,-76.9791,36.0662
NC,032,-76.4419,36.2069
NC,012,-77.3967,36.4177
VA,083,-76.9972,37.5052
VA,067,-78.0512,37.1431
VA,069,-77.9152,37.5502
VA,060,-78.4411,37.2243
VA,072,-77.0884,37.7067
VA,088,-77.2618,36.9218
VA,073,-76.8946,37.7179
VA,063,-77.4909,37.7601
VA,062,-77.9164,37.7220
VA,048,-78.2774,37.8419
VA,080,-77.6323,37.0759
VA,061,-78.2450,37.5120
VA,064,-77.3475,38.0272
VA,079,-77.8590,36.7648
VA,068,-77.9761,37.3360
VA,082,-77.0613,37.3565
VA,049,-77.9630,37.9782
VA,066,-78.2406,36.9462
VA,065,-78.3627,36.6804
NC,016,-76.2101,36.3902
VA,082,-76.9028,37.2385
VA,097,-76.3024,36.6778
VA,074,-76.9518,37.9426
VA,075,-76.7252,38.1366
VA,077,-76.4228,37.8863
VA,086,-76.3416,37.4577
VA,086,-76.3444,37.4368
VA,076,-76.7671,37.8881
VA,074,-76.8080,37.8958
VA,077,-76.4378,37.9686
VA,084,-76.4883,37.3643
VA,090,-76.8324,37.2297
VA,096,-76.5046,36.8717
VA,098,-76.0571,36.7494
NC,017,-76.0340,36.4012
VA,085,-76.5151,37.6424
VA,084,-76.5431,37.4257
VA,100,-75.8995,37.3566
MD,024,-75.3833,38.2142
MD,025,-75.1598,38.2510
VA,081,-77.2389,37.1915
VA,092,-77.1043,36.7196
VA,070,-77.5835,37.3765
VA,087,-77.5590,36.6763
VA,071,-77.4200,37.5362
VA,090,-76.7745,37.3264
VA,089,-76.9008,37.1089
VA,091,-76.5383,37.2242
VA,091,-76.4318,37.1847
VA,095,-76.3260,36.8804
VA,089,-76.8566,37.2113
VA,076,-76.7249,37.9429
VA,075,-76.8052,38.1108
VA,096,-76.6417,36.6926
NC,013,-76.9838,36.3590
NC,102,-75.8440,36.4001
VA,093,-76.7269,36.8908
NC,017,-75.9184,36.2197
NC,032,-76.3487,36.1409
NC,031,-76.6914,36.1513
NC,030,-76.7246,36.1197
NC,016,-76.0277,36.2238
NC,015,-76.1331,36.2047
NC,013,-76.7494,36.3110
VA,094,-76.4542,37.0829
NC,014,-76.6926,36.3019
VA,085,-76.5769,37.6353
VA,078,-76.4650,37.7371
VA,095,-76.2938,36.8752
VA,099,-75.6471,37.7659
VA,078,-76.5300,37.7189
VA,094,-76.3270,37.0938
MD,024,-75.4978,38.1194
MD,023,-75.6210,38.0299
DE,003,-75.4181,38.6653
NJ,007,-74.9970,40.8574
NJ,018,-74.9599,39.8038
NJ,009,-74.9123,40.5672
NJ,015,-74.7015,40.2833
NJ,008,-74.5445,40.8621
NJ,010,-74.6163,40.5637
NJ,001,-74.6902,41.1394
PA,060,-75.9260,40.4164
PA,105,-75.2403,40.4395
PA,061,-75.5924,40.6129
PA,055,-75.3394,41.0582
PA,103,-75.4758,40.2763
PA,071,-75.1338,40.0076
PA,054,-75.7088,40.9183
PA,070,-75.3990,39.9167
NJ,017,-75.1419,39.7173
NJ,019,-74.7572,39.9850
PA,062,-75.3074,40.7543
DE,001,-75.6489,39.5810
MD,008,-75.9384,39.5749
PA,101,-75.8006,40.0195
MD,012,-76.0362,39.2574
NJ,024,-74.7718,39.0952
NJ,027,-74.5605,39.7478
NJ,013,-74.2614,40.2596
NJ,014,-74.0295,40.2557
NJ,022,-74.6976,39.4906
NJ,023,-74.8227,39.1768
DE,004,-75.0919,38.6114
DE,002,-75.5688,39.0867
MD,019,-76.0892,38.7767
MD,020,-75.8317,38.8717
NJ,012,-74.4113,40.4394
NJ,026,-74.1647,39.7890
NJ,020,-74.3099,39.9191
NJ,016,-75.3459,39.5873
NJ,021,-75.1099,39.3736
MD,015,-76.0131,39.0738
NJ,025,-74.4448,39.3929
PA,106,-74.9728,40.2342
PA,104,-75.2419,40.1354
PA,102,-75.6776,39.9108
MD,007,-76.1666,39.6409
MD,008,-75.9737,39.5110
MD,012,-76.1160,39.1796
MD,013,-77.0099,38.7014
VA,052,-77.2944,38.5432
VA,053,-77.0538,38.7909
MD,011,-76.4049,39.2929
MD,011,-76.6096,39.3312
MD,018,-76.4750,38.3806
MD,018,-76.5703,38.5543
MD,017,-76.4708,38.3273
MD,022,-75.6206,38.3737
MD,021,-76.0083,38.4797
MD,021,-76.1928,38.5559
MD,022,-75.8601,38.3270
MD,023,-75.7449,38.1190
MD,023,-75.8412,38.0961
MD,017,-76.6223,38.2721
MD,016,-76.9816,38.3931
MD,017,-76.6081,38.3046
WA,662,-120.7828,48.4124
WA,658,-121.4491,48.4838
WA,656,-122.0321,48.3384
WA,659,-121.7906,46.9419
WA,661,-123.3873,47.7761
WA,651,-123.7018,47.0791
WA,650,-124.2038,47.7695
WA,649,-124.2682,47.4500
WA,652,-123.8120,47.7267
WA,655,-122.9360,46.8040
WA,657,-122.1386,47.3214
WA,654,-122.7695,47.4525
WA,653,-122.9049,48.3029
AK,101,-149.5182,61.1948
AK,195,-169.9790,56.9092
AK,181,-161.2029,55.6096
AK,152,-156.3169,61.5198
AK,155,-162.9140,60.6698
AK,161,-157.2451,59.2984
AK,111,-149.1656,61.5885
AK,171,-154.1629,58.2911
AK,121,-150.7090,60.3254
AK,125,-148.9941,60.3983
AK,145,-150.6874,62.1220
AK,185,-167.2048,53.5983
AK,191,175.5393,52.3658
AK,187,-175.0716,52.0613
AK,141,-144.9312,61.9020
AK,135,-145.2475,60.5931
AK,131,-146.5112,61.1700
MD,019,-76.1103,38.6804
MD,015,-76.1607,38.9978
WV,507,-80.4529,37.9469
WV,508,-80.4529,37.9469
